"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:MFS_DC(8.0.0)","LBY.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Libya","Assets, Claims on Private sector","Domestic currency","Annual","Millions","","","","","","","","","","","","","","16357.8","16479.8","14804.2","13748.208268","13350.614702382","14075.323920838","14070.59845441","17422.3399622641","22185.288181374","25760.53516884736","30332.941023984","31511.15657709694"
"IMF.STA:MFS_DC(8.0.0)","MDV.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Maldives","Assets, Claims on Private sector","Domestic currency","Annual","Millions","1811.499","2085.036","2228.671","3525.598","5629.93880036","8367.27433111","12496.842","16208.949","15549.011","15185.017","16085.879","14498.577","14630.383","15043.574","16810.274","18576.885","20713.129","23064.05","24775.157","27157.753","28148.084","29424.182","32161.952","34317.823","38816.785"
"IMF.STA:MFS_DC(8.0.0)","MDV.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Maldives","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1925.45","2343.331","2893.695","3947.083","4693.955","5453.14640671","7080.958","8290.982","9923.002","10942.49","13111.123","13677.823","16684.201","19435.884","22870.678","21920.219","23520.699","23862.678","25851.161","29944.826","38529.998","40260.535","40774.229","39165.175","46807.608"
"IMF.STA:MFS_DC(8.0.0)","MDV.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Maldives","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","692.338","919.685","862.702","1076.857","881.467","1307.12548266","1654.683","2298.535","2355.224","3359.893","4033.119","4206.349","4189.083","5077.405","4864.02","5821.032","5572.67","6168.63","7396.873","8045.179","10423.012","11926.007","14744.067","16367.154","20975.628"
"IMF.STA:MFS_DC(8.0.0)","NPL.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Nepal","Assets, Claims on Private sector","Domestic currency","Annual","Millions","128410.4","103416.8640000001","127057.95358259","142528.2181084846","166302.4479999998","213324.021","267630.85890714","417599.507394185","580856.1742963435","646633.8831307483","717641.344889994","850932.2380956436","978259.7416312518","1210479.504075398","1373824.735592208","1816800.578354934","2124731.166440822","2632360.470614754","3042587.001919176","3435291.716186841","4506027.934156541","4693641.01698053","4903850.05469922","5248860.912880772","5604894.075185935"
"IMF.STA:MFS_DC(8.0.0)","NPL.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Nepal","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","155335.9","157134.315","175418.5790215","195278.62621786","215377.876","254858.965","309431.954","453989.0259374302","594438.1971138361","662554.7982261147","806148.8358744482","937401.9718108308","1128049.648188236","1329974.560803855","1587424.423282483","1932354.697415712","2198083.514596127","2638776.112001653","3068033.829997066","3729431.959670397","4367749.991722132","4758241.1714842","5540997.081655244","6235889.293547447","7008347.331347851"
"IMF.STA:MFS_DC(8.0.0)","NPL.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Nepal","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","16891.4","20870.878","22919.907","28251.2638609","30661.058","36160.555","43381.441","48933.2207461152","66855.68913434962","66504.34853539666","69398.7237506533","65737.34953427393","90900.8141954195","101461.4160176202","135569.5861752821","152637.5701882095","175377.7496575632","230310.1777525166","243300.8348698779","307055.8116383339","314898.9385786602","371955.6890115231","356465.6949374575","319826.2951924509","445015.1683324041"
"IMF.STA:MFS_DC(8.0.0)","NZL.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","New Zealand","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","43516.09001637449","46424.01416661829","50981.05398468305","54949.447","59735.524","65794.278","73791.946","107407.037","133031.967","120772.227","112034.336","113228.168","125561.821"
"IMF.STA:MFS_DC(8.0.0)","BGD.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Bangladesh","Assets, Claims on Private sector","Domestic currency","Annual","Millions","695117","812868","894973","1056201","1239810","1489306","1747668","2126090","2537226","3251400","3870200","4513965","4985295","5846726","6700477","7814292","9367594","10525644","11479973","12373162","13753274","15426057","16854931","17862527","18974606"
"IMF.STA:MFS_DC(8.0.0)","BGD.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Bangladesh","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","114118","120480","128830","151439","173896","200237","260326","269689","336851","466526","493958","531510","550955","670834","761203","911451","1043619","1110055","1190380","1484524","1687387","1846598","1986136","2010200","2140009"
"IMF.STA:MFS_DC(8.0.0)","ZWE.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Zimbabwe","Assets, Claims on Private sector","Domestic currency","Annual","Millions","","","","","","","","","671.91512349","1617.34267577","2663.07511988","3437.0532275","3572.60832237","3740.67816721","3602.21562460804","3497.10652940388","3693.64932740175","1.61575068671021","4.417118066479468","29.59792891435673","88.42348266732941","430.2070584341478","4376.23560711023","51294.51402404443","69270.63294817116"
"IMF.STA:MFS_DC(8.0.0)","TUN.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Tunisia","Assets, Claims on Private sector","Domestic currency","Annual","Millions","15745.234641","16651.453004","17514.229883","19244.445094","20934.585736","22208.217139901","23911.63654231","26783.186152174","29295.90414558","34525.251152286","39218.213188927","42718.060649818","45810.910266052","51008.98191731","53968.062758981","59277.184339691","66017.666306831","71730.646496607","72865.561896602","80801.24631096766","84984.41053411678","91987.95476317703","93871.46207511395","96769.83248803721","99324.70487268012"
"IMF.STA:MFS_DC(8.0.0)","TUN.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Tunisia","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","6578.767000000005","7300.813000000002","7933.991000000002","8702.268000000004","9758.163000000009","10989.237","12847.61599999999","15026.38300000001","16586.22900000004","18484.36300000001","18626.80199999999","17382.78400000002","19585.802","22710.47699999998","24347.91200000004","26993.93500000005","29653.68000000002","32692.103","36485.95900000001","38651.354","42222.62","46169.70759412214","50525.043","55909.577","60239.733"
"IMF.STA:MFS_DC(8.0.0)","TUN.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Tunisia","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","3952.091","3693.8","3919.23","4262.696","4721.211","5422.374","6270.658","7000.334","8263.235","9461.352","10598.921","12244.211","12313.4","13147.202","14127.383","15309.622","17699.146","18174.774","19374.44","23195.238","25446.19","26975.79855820344","28993.23","32367.734","34920.686"
"IMF.STA:MFS_DC(8.0.0)","ZWE.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Zimbabwe","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","207.23261622","590.23695411","860.05297833","1231.48693409","1327.42961832","1532.98191327","1632.97964559","1471.65718758","1401.725035306776","0.6038691540747069","0.7555555076666726","3.964761176370543","14.96882441011688","93.41238238471619","515.1444735957148","6116.825330508468","15769.31341481234"
"IMF.STA:MFS_DC(8.0.0)","MUS.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Mauritius","Assets, Claims on Private sector","Domestic currency","Annual","Millions","76405.4","83690.4","114563.9723054358","128161.663379398","139340.7817739725","152894.0298477078","182921.6536161176","232412.121866466","233538.4578514146","262619.2713883055","295129.2226524018","346434.480603439","395710.2801140398","387091.5457254692","420859.5317192506","418409.3440298025","467913.2207974956","376463.6440189486","399733.2958518979","412017.6067867189","413725.9144237624","413413.2320428048","444905.7161897198","484101.9545192637","535106.3509330302"
"IMF.STA:MFS_DC(8.0.0)","MUS.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Mauritius","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","90551.8","101305.9","109670.5064731106","128575.87771031","140831.5835637012","153271.7554566608","173610.785987366","197104.963637076","193977.6993383923","212932.6694737521","227713.188926717","246708.1514862611","258515.2147327708","275983.0566879865","297602.431955434","319477.5451163296","346870.8386461172","143496.2912242304","146135.7268468349","150023.8664094988","140857.0823065125","160701.7528410717","197778.0133378311","223808.8997137062","245617.612465354"
"IMF.STA:MFS_DC(8.0.0)","MUS.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Mauritius","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","7969.6","9751.9","27693.31304089119","34647.69223680044","34193.9887211322","39250.43111811682","49645.50961047617","59359.66779799858","68788.1822348071","66798.14178274698","69409.10488161494","74618.53262500447","80380.27881956349","92691.37357843604","107961.4552159245","122384.9590997672","135679.7528178147","357735.2213915773","393440.0960218674","460594.7723686993","526554.9856818738","553442.770921806","581081.3333942549","662199.6843056073","713181.6392809895"
"IMF.STA:MFS_DC(8.0.0)","ZWE.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Zimbabwe","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","1172.70110306","1577.44700817","1999.10680536","2431.30931889","2477.93890355","2723.99174844","3051.310287344191","4032.568594071962","5977.559451044049","3.170886572113885","12.43869569374838","76.46237975482578","172.2262434525974","832.8956156728776","7023.968136698925","71536.87381922943","91112.50209943114"
"IMF.STA:MFS_DC(8.0.0)","MLI.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Mali","Assets, Claims on Private sector","Domestic currency","Annual","Millions","342875.809755827","397437.071622516","406825.968198888","485928.131950736","484517.851270643","553701.025461904","630450.139431433","519941.786488489","788380.875550871","948402.916388236","1122552.129831722","1237483.198706281","1362557.049279432","1560600.707919272","1931486.647768172","2191477.20876665","2310133.445846183","2421212","2474819","2606700","3023802","3475692","3486886","3628387","3565663"
"IMF.STA:MFS_DC(8.0.0)","RWA.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Rwanda","Assets, Claims on Private sector","Domestic currency","Annual","Millions","77161.9","85439","99440.9","132128.6476","165444.409","211196.772","263123.412","373898.698326","353605.131201","405036.125","539652.27168182","730868.17608225","810440.26643337","977797.9885069445","1275551.834196646","1389078.57450911","1571660.36572705","1762277.329270871","1985368.742789014","2391478.477322743","2762773.104520369","3121046.588060841","3703082.643819712","4231747.193041593","5140131.311015753"
"IMF.STA:MFS_DC(8.0.0)","SEN.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Senegal","Assets, Claims on Private sector","Domestic currency","Annual","Millions","535596","578167","662934","760548","904590","960908","1081640","1414423","1470775","1696785.410267739","1999612.882875357","2197968.26407335","2453524.278421934","2665193.300918651","2863992.67898146","3131520.12405671","3611546.27705514","3789494","4042815","4133384","4559129","5573161","5851088","5809762","6644249"
"IMF.STA:MFS_DC(8.0.0)","CIV.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Côte d'Ivoire","Assets, Claims on Private sector","Domestic currency","Annual","Millions","1162783.656889942","1207561.549401376","1112307.251249007","1168708.492707784","1114978.327342871","1333269.495277269","1665326.728277227","1820016.864164568","2014511.918073636","2254217.670620067","2269906.565187313","2525846.844550155","3012580.315866639","3526196.948917536","4509576.355502389","5040103.33216594","5859971.10346007","6256108","6729631","7454083","8467616","9217721","10724319","11886022","13157808"
"IMF.STA:MFS_DC(8.0.0)","SEN.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Senegal","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","238942","275607","292687","365874","407921","438764","493420","554887","683730","727945.0000000003","821261.9999999994","858162.0000000002","868335.0000000004","1064525","1196746","1294665","1479305.000000001","1646679","1718075","1875376","2123035","2355955","2438116","2638133","2667754"
"IMF.STA:MFS_DC(8.0.0)","RWA.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Rwanda","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","38118.6","41839.1","46357.8","54453.386324","63931.164646","95680.401","130809.456","146964.130935","133524.034606","153490.8075","244126.7709702378","271245.3040627996","274728.0654702247","319048.2191176801","394111.2959460676","428175.9329220779","480852.1090520504","558359.6488617259","583921.3639828366","776400.3857296201","902898.8779919318","1089921.184976153","1192081.488310355","1441507.462119207","1470497.240673238"
"IMF.STA:MFS_DC(8.0.0)","MLI.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Mali","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","119503.9999999999","146904.9999999997","151154.9999999996","165929.0000000002","174600.9999999995","190884","184028.0000000001","136473.9999999997","277967.0000000004","333886","337487.9999999997","373590.0000000002","456176.9999999997","483968.9999999998","591876.0000000004","717236.0000000003","646272.9999999996","801459","879359","1039616","1216189","1302346","1395666","1451977","1622952"
"IMF.STA:MFS_DC(8.0.0)","BFA.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Burkina Faso","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","132774.3337373259","147801.5488339952","181409.2879743806","192441.1352887374","191555.5279925317","219650.1730678971","220810.8138945545","280872.0546597216","356048.3125134358","438721.2143844256","593588.0006871675","674303.382008571","770027.9123546097","803836.9409643117","968747.0627599101","1153724.538640316","1377242.993361528","1486229","1576250","2007906","2480188","2511914","2189170","2190384","2697459"
"IMF.STA:MFS_DC(8.0.0)","SWZ.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Eswatini, Kingdom of","Assets, Claims on Private sector","Domestic currency","Annual","Millions","1153.873","1532.551","2107.416","2732.727","3460.598","4229.72","5176.578","5516.791","6238.346","6194.148","7817.548","7681.832","9240.264","10141.503","10565.297","11787.43734077312","12226.10265071","12871.69876893","13457.01782296","14234.93367596999","14749.343937","16527.54932851452","18088.47015487001","19166.41465994003","21209.93583548995"
"IMF.STA:MFS_DC(8.0.0)","BEN.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Benin","Assets, Claims on Private sector","Domestic currency","Annual","Millions","137910.5790266989","140629.9187516835","237964.8607424778","252810.319273337","310951.6894723448","377719.7617859658","478616.141853232","553382.69310693","688001.678303984","742023.979808104","829064.591602174","883613.312917005","1010684.411647355","1090979.905583758","1120466.421173391","1218566.026362965","1218273.987466726","1322667","1480944","1395721","1525427","1853065","2217987","2468681","2822462"
"IMF.STA:MFS_DC(8.0.0)","BEN.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Benin","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","136763.1626321498","150849.0333381953","191646.2450153966","180398.2536319652","189000.2551754053","222626.0215555565","316883.5943212432","347743.0992381546","393100.7254410776","430603.2973422803","468030.8061839721","458768.0836985395","557088.8008392496","613762.6425738273","666463.9502073504","694747.951900873","727351.545815614","816565","878070","1039848","1393316","1655368","1761471","1749102","2018824"
"IMF.STA:MFS_DC(8.0.0)","NER.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Niger","Assets, Claims on Private sector","Domestic currency","Annual","Millions","106131.4675888333","85194.8546462002","89994.2297340946","86140.209013014","88517.7351488609","93303.4463391012","191510.8253046983","259392.737025371","304461.76078174","347871.682846562","405318.346790522","475266.639904695","523736.614190458","568111.23208479","640741.865661166","702741.505163394","736862.657627835","723039","842613","921153","1073230","1198696","1116999","1225045","1200129"
